Enterprise Name,Query Type,Query,Supporting Facts
ZX Bank,Comparative,How do ZX Bank ATM locations in Chennai compare to those in Pune?,"[{""filename"": ""ATM Locations at Major Hospitals.md"", ""text"": ""Chennai, Tamil Nadu\n- **Apollo Hospitals Greams Road** \n 21, Greams Lane, Off Greams Road, Chennai, Tamil Nadu 600006\n- **Government General Hospital** \n EVR Periyar Salai, Park Town, Chennai, Tamil Nadu 600003""}, {""filename"": ""ATM Locations at Major Hospitals.md"", ""text"": ""Pune, Maharashtra\n- **Ruby Hall Clinic** \n 40, Sassoon Road, Pune, Maharashtra 411001\n- **Jehangir Hospital** \n 32, Sassoon Road, Pune, Maharashtra 411001""}]"
ZX Bank,Descriptive,What are the locations of ZX Bank ATMs in Bangalore?,"[{""filename"": ""ATM Locations at Major Hospitals.md"", ""text"": ""Bangalore (Bengaluru), Karnataka\n- **Manipal Hospital** \n 98, HAL Old Airport Road, Kodihalli, Bengaluru, Karnataka 560017\n- **St. John\u2019s Medical College Hospital** \n Sarjapur Road, Koramangala, Bengaluru, Karnataka 560034""}]"
ZX Bank,Descriptive,What are the key features of health insurance?,"[{""filename"": ""Health Insurance.md"", ""text"": ""Key Features of Health Insurance include coverage for medical expenses such as hospitalization, surgeries, outpatient care, prescription drugs, diagnostics, and preventive services. Many insurers offer cashless treatment, pre- and post-hospitalization coverage, family floater plans, and optional add-ons like critical illness cover and maternity benefits.""}]"
ZX Bank,Comparative,How does family floater health insurance differ from individual health insurance?,"[{""filename"": ""Health Insurance.md"", ""text"": ""Individual Health Insurance covers a single person, whereas Family Floater Health Insurance covers the entire family under one policy. This allows multiple family members to share the sum insured.""}]"
ZX Bank,Analytical,Why should one consider the claim settlement ratio when choosing a health insurance plan?,"[{""filename"": ""Health Insurance.md"", ""text"": ""The claim settlement ratio indicates the reliability of an insurer. A higher ratio suggests that the insurer is more likely to settle claims efficiently, providing assurance to policyholders that they can depend on the insurer in times of medical emergencies.""}]"
ZX Bank,Procedural,How can I choose the right health insurance plan?,"[{""filename"": ""Health Insurance.md"", ""text"": ""To choose the right health insurance plan, assess your needs by considering age, family size, and health conditions. Compare plans based on coverage, exclusions, claim process, and premium. Check the network of hospitals, understand exclusions, look for add-ons, and review the claim settlement ratio to ensure you select the best plan.""}]"
ZX Bank,Boolean,Is critical illness insurance part of standard health insurance?,"[{""filename"": ""Health Insurance.md"", ""text"": ""Critical Illness Insurance is not typically part of standard health insurance; it is a separate policy that provides a lump sum payout on the diagnosis of specific illnesses like cancer and heart attack.""}]"
ZX Bank,Descriptive,What are the locations of ZX Bank ATMs in Mumbai?,"[{""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""1. Marine Drive, Chowpatty End, Mumbai, Maharashtra 400002 \n2. Juhu Tara Road, near Juhu Beach Entrance, Mumbai, Maharashtra 400049 \n3. Girgaum Chowpatty, Chowpatty Seaface Road, Mumbai, Maharashtra 400007 \n4. Versova Beach Road, Andheri West, Mumbai, Maharashtra 400061 \n5. Carter Road, Bandra West, Mumbai, Maharashtra 400050 \n6. Aksa Beach Road, Malad West, Mumbai, Maharashtra 400095 \n7. Dadar Chowpatty, Swatantrya Veer Savarkar Marg, Mumbai, Maharashtra 400028""}]"
ZX Bank,Comparative,How does the number of beach ATMs in Chennai compare to Visakhapatnam?,"[{""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""Chennai has ATMs at Marina Beach, Elliot's Beach, Thiruvanmiyur Beach, Neelankarai Beach, Palavakkam Beach, Santhome Beach, and Kovalam Beach.""}, {""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""Visakhapatnam has ATMs at RK Beach, Rushikonda Beach, Lawsons Bay Colony, Tenneti Park Beach, Yarada Beach, Sagar Nagar Beach, and Bheemili Beach.""}]"
ZX Bank,Open-Ended,Why has ZX Bank only listed ATMs near beach roads in the document?,"[{""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""The list focuses on ZX Bank ATM locations situated at or near Beach Roads in selected Indian cities. Cities without a prominent beach or beach road have been skipped, as requested.""}]"
ZX Bank,Boolean,Are there more than 7 ATM locations listed for any city?,"[{""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""No city listed has more than 7 ATM locations. Each qualifying city includes exactly 7 ATM locations as per the provided information.""}]"
ZX Bank,Analytical,Why is Digha Beach included in the Kolkata list of ATMs?,"[{""filename"": ""Beach Road ATMs List (Major Indian Cities).md"", ""text"": ""Digha Beach is included as it is the nearest major beach to Kolkata, despite being a few hours away, making it a significant location for beach-goers from Kolkata.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank Ltd. in Ahmedabad?,"[{""filename"": ""Ahmedabad Branch Network.md"", ""text"": ""ZX Bank Ltd. ensures robust banking accessibility throughout Ahmedabad, a major financial and commercial hub in Western India. The bank has a strategically distributed network serving retail, corporate, and digital banking customers across North, South, East, West, and Central Ahmedabad. ZX Bank operates 17 branches, offering world-class banking services and seamless financial solutions to all residents and businesses in the area.""}]"
ZX Bank,Comparative,How does the branch distribution in North Ahmedabad differ from Central Ahmedabad for ZX Bank Ltd.?,"[{""filename"": ""Ahmedabad Branch Network.md"", ""text"": ""North Ahmedabad has three branches located at Naranpura, Chandlodia, and Ranip. Central Ahmedabad also has three branches but in different areas: Navrangpura, Lal Darwaza, and Ashram Road. Both regions provide access to world-class banking services, though the specific branch locations differ.""}]"
ZX Bank,Procedural,"How do I contact ZX Bank Ltd.'s branch in Naranpura, North Ahmedabad?","[{""filename"": ""Ahmedabad Branch Network.md"", ""text"": ""For contacting ZX Bank Ltd.'s branch in Naranpura, North Ahmedabad, the address is 21, Naranpura Main Road, and the contact number is 079-29811011. Alternatively, you can visit the branch or check additional details on their website.""}]"
ZX Bank,Boolean,Does ZX Bank Ltd. have a branch on C.G. Road in Ahmedabad?,"[{""filename"": ""Ahmedabad Branch Network.md"", ""text"": ""Yes, ZX Bank Ltd. has a branch on C.G. Road in Ahmedabad, located at 1st Floor, City Heart, Navrangpura, with the contact number 079-29811051.""}]"
ZX Bank,Descriptive,How does ZX Bank Ltd. serve the Coimbatore area?,"[{""filename"": ""Network in Coimbatore.md"", ""text"": ""Coimbatore, known for its thriving industrial sector and vibrant urban communities, is served by a robust banking network from ZX Bank Ltd. The bank ensures comprehensive financial access through a well-planned distribution of branches across all major regions of the city. Customers can access full-service banking\u2014ranging from personal finance to digital transactions\u2014at conveniently located branches in North, South, East, West, and Central Coimbatore.""}]"
ZX Bank,Procedural,How can I contact the North Coimbatore branch of ZX Bank at Saibaba Colony?,"[{""filename"": ""Network in Coimbatore.md"", ""text"": ""| Branch Address | Contact Number |\n|------------------------------------------------|------------------|\n| 12 MG Road, Saibaba Colony | 0422-2425851 |""}]"
ZX Bank,Comparative,How do the branches in East Coimbatore differ from those in West Coimbatore for ZX Bank?,"[{""filename"": ""Network in Coimbatore.md"", ""text"": ""East Coimbatore has two branches: \n- 101, Avinashi Road, Peelamedu \n- 75, Singanallur Main Road \n\nWest Coimbatore has three branches:\n- No. 3, Thadagam Road, RS Puram \n- 68, Marudhamalai Road, Vadavalli \n- 11, Perur Main Road, Selvapuram""}]"
ZX Bank,Open-Ended,What services can I access at ZX Bank branches in Coimbatore?,"[{""filename"": ""Network in Coimbatore.md"", ""text"": ""The bank ensures comprehensive financial access through a well-planned distribution of branches across all major regions of the city. Customers can access full-service banking\u2014ranging from personal finance to digital transactions\u2014at conveniently located branches.""}]"
ZX Bank,Analytical,Why is having a branch network in Coimbatore important for ZX Bank Ltd.?,"[{""filename"": ""Network in Coimbatore.md"", ""text"": ""Coimbatore is known for its thriving industrial sector and vibrant urban communities. The presence of a robust banking network ensures comprehensive financial access and supports both personal finance and business transactions, contributing to the region's economic growth.""}]"
ZX Bank,Descriptive,How is the branch network of ZX Bank Ltd. distributed in Jaipur?,"[{""filename"": ""Jaipur Branch Network.md"", ""text"": ""ZX Bank Ltd. maintains a robust banking presence across Jaipur, providing comprehensive financial services through an extensive branch distribution. With dedicated branches in North, South, East, West, and Central Jaipur, customers can conveniently access retail banking, digital services, loans, and wealth management close to their neighborhoods. This regional network ensures financial inclusion and customer support throughout all major zones of the city.""}]"
ZX Bank,Procedural,How can I contact ZX Bank's branch in North Jaipur?,"[{""filename"": ""Jaipur Branch Network.md"", ""text"": ""You can contact ZX Bank's North Jaipur branches at the following numbers:\n- Plot 12, Amba Bari, Sikar Road: 0141-2231201\n- 74, Hanuman Nagar, KH Road: 0141-2231202\n- 25, Kedia Palace, Khatipura Road: 0141-2231203\n- SB-66, Jhotwara Industrial Area: 0141-2231204\n- A-17, Shastri Nagar Main: 0141-2231205""}]"
ZX Bank,Comparative,How does the branch distribution of ZX Bank Ltd. in East Jaipur compare to West Jaipur?,"[{""filename"": ""Jaipur Branch Network.md"", ""text"": ""East Jaipur Branches:\n- 15, Raja Park, Govind Marg: ZXIN0001401, 0141-2251401\n- C-56, Transport Nagar: ZXIN0001402, 0141-2251402\n- SB-207, Surya Nagar, Agra Road: ZXIN0001403, 0141-2251403\n- 8/12, Jawahar Nagar: ZXIN0001404, 0141-2251404\n- A-39, Adarsh Nagar, Near Pink Square: ZXIN0001405, 0141-2251405\n\nWest Jaipur Branches:\n- Plot 9, Vaishali Nagar, Queens Road: ZXIN0001501, 0141-2261501\n- 100/10, Kanakpura, Sirsi Road: ZXIN0001502, 0141-2261502\n- 12-A, Ajmer Road, Shyam Nagar: ZXIN0001503, 0141-2261503\n- 51, Chitrakoot, Vaishali Extension: ZXIN0001504, 0141-2261504\n- B-298, Nirman Nagar, Brijlal Road: ZXIN0001505, 0141-2261505""}]"
ZX Bank,Boolean,Does ZX Bank Ltd. have a branch in Central Jaipur?,"[{""filename"": ""Jaipur Branch Network.md"", ""text"": ""Yes, ZX Bank Ltd. has several branches in Central Jaipur, including:\n- 101, MI Road, Near Panch Batti: ZXIN0001601, 0141-2271601\n- 306, Bapu Bazar: ZXIN0001602, 0141-2271602\n- 88, C-Scheme, Ashok Marg: ZXIN0001603, 0141-2271603\n- SB-25, Civil Lines: ZXIN0001604, 0141-2271604\n- E-54, Sindhi Camp, Station Road: ZXIN0001605, 0141-2271605""}]"
ZX Bank,Procedural,How do I apply for a personal loan at ZX Bank?,"[{""filename"": ""Personal Loan Information.md"", ""text"": ""1. **Visit:** Any ZX Bank branch in your country\n2. **Online:** Through [ZX Bank Asia Mobile App](https://www.zxbank.asia/app) or [NetBanking](https://www.zxbank.asia/netbanking)\n3. **Call:** 24x7 Customer Care or use AI Assistant \""Zia\"" on the app""}]"
ZX Bank,Comparative,How does the personal loan interest rate for salaried individuals compare between India and Nepal?,"[{""filename"": ""Personal Loan Information.md"", ""text"": ""Interest Rate\n| Customer Category | Interest Rate (per annum) |\n|----------------------------------|:----------------------------------------:|\n| Salaried (India, Sri Lanka) | 11.75% \u2013 17.99% |\n| Bangladesh, Bhutan, Nepal | 13.50% \u2013 21.00%* |\n\\*Subject to local market review and may vary by branch/country.""}]"
ZX Bank,Descriptive,Can you describe the features and benefits of ZX Bank's personal loan?,"[{""filename"": ""Personal Loan Information.md"", ""text"": ""Features & Benefits\n- **Loan Amount:** Up to \u20b930,00,000 (INR) or equivalent in local currency \n- **Flexible Tenure:** 12 to 60 months \n- **Quick Approval:** Instant eligibility check & digital application \n- **Zero Collateral:** No need for security or guarantor \n- **Part-Payment & Foreclosure:** Convenient repayment options""}]"
ZX Bank,Boolean,Is collateral required for obtaining a personal loan from ZX Bank?,"[{""filename"": ""Personal Loan Information.md"", ""text"": ""Features & Benefits\n- **Zero Collateral:** No need for security or guarantor""}]"
ZX Bank,Open-Ended,What documentation is required for self-employed individuals to apply for a personal loan with ZX Bank?,"[{""filename"": ""Personal Loan Information.md"", ""text"": ""Documentation Required\n\n**For Self-Employed Individuals:**\n- Completed Application Form\n- Photo Identity & Address Proof\n- Last 2 years\u2019 Income Tax Returns\n- Business Continuity Proof (Trade license, GST certificate, etc.)\n- Last 6 months\u2019 Bank Statements\n- PAN Card (for Indian applicants)""}]"
ZX Bank,Descriptive,What services does ZX Bank provide in Visakhapatnam?,"[{""filename"": ""Visakhapatnam Branch Network.md"", ""text"": ""ZX Bank Ltd. maintains a robust footprint in Visakhapatnam, ensuring accessible and modern banking solutions for residents across the city\u2019s diverse regions. With a focus on customer-centric service and digital integration, the bank\u2019s strategically located branches provide retail, corporate, and digital banking services to meet the financial needs of individuals and businesses alike.""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in Dwarakanagar?,"[{""filename"": ""Visakhapatnam Branch Network.md"", ""text"": ""East Visakhapatnam\n\n| Branch Address | IFSC Code | Contact Number |\n|-------------------------------------------------|---------------|------------------|\n| 38-44-7, Near Jagadamba Centre, Dwarakanagar | ZXIN0001300 | 0891-2592300 |""}]"
ZX Bank,Procedural,How can I contact the ZX Bank branch at Siripuram Junction?,"[{""filename"": ""Visakhapatnam Branch Network.md"", ""text"": ""Central Visakhapatnam\n\n| Branch Address | IFSC Code | Contact Number |\n|-----------------------------------------------------|---------------|------------------|\n| Door No. 17-1-23, Siripuram Junction, Main Road | ZXIN0001500 | 0891-2730114 |""}]"
ZX Bank,Analytical,Why might ZX Bank choose Visakhapatnam for branch expansion?,"[{""filename"": ""Visakhapatnam Branch Network.md"", ""text"": ""ZX Bank Ltd. maintains a robust footprint in Visakhapatnam, ensuring accessible and modern banking solutions for residents across the city\u2019s diverse regions. The distribution of branches guarantees convenient access in all major areas, fostering financial inclusion and economic growth within Visakhapatnam.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Bangladesh?,"[{""filename"": ""Bangladesh Branch Network.md"", ""text"": ""ZX Bank maintains a robust presence in Bangladesh, facilitating financial inclusion and growth through a network of strategically located branches. With a total of 18 branches distributed across major regions\u2014Dhaka, Chittagong, Khulna, Rajshahi, and Sylhet\u2014the bank ensures accessible banking services for individuals and businesses alike.""}]"
ZX Bank,Procedural,"How can I contact the branch in Gulshan, Dhaka?","[{""filename"": ""Bangladesh Branch Network.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|----------------------------------------------|----------------|-------------------|\n| 152 Gulshan Avenue, Gulshan-2, Dhaka-1212 | ZXIN0011202 | +880-2-9850057 |""}]"
ZX Bank,Boolean,Is there a branch of ZX Bank located in Khulna?,"[{""filename"": ""Bangladesh Branch Network.md"", ""text"": ""## Khulna Region\n\n| Branch Address | IFSC Code | Contact Number |\n|----------------------------------------------|----------------|-------------------|\n| 14 KDA Avenue, Khulna-9100 | ZXIN0011401 | +880-41-720105 |\n| 79 Sher-e-Bangla Road, Khalishpur, Khulna | ZXIN0011402 | +880-41-789601 |\n| 18 Babu Khan Road, Daulatpur, Khulna-9202 | ZXIN0011403 | +880-41-783054 |""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen to distribute its branches across these five specific regions?,"[{""filename"": ""Bangladesh Branch Network.md"", ""text"": ""ZX Bank maintains a robust presence in Bangladesh through a network of strategically located branches. The five regions\u2014Dhaka, Chittagong, Khulna, Rajshahi, and Sylhet\u2014are major areas that facilitate financial inclusion and growth. By ensuring accessible banking services for individuals and businesses alike, the bank strengthens its presence and availability in key regions.""}]"
ZX Bank,Procedural,How do I apply for a locker at ZX Bank?,"[{""filename"": ""Open a Locker.md"", ""text"": ""To apply for a locker at ZX Bank, visit your nearest branch with your original documents and photocopies. Complete the 'Locker Facility Application Form' at the branch, and submit your KYC documents. You'll need to read and sign the Locker Hirer Agreement provided by the bank.""}]"
ZX Bank,Boolean,Do you need to be a ZX Bank customer to open a locker?,"[{""filename"": ""Open a Locker.md"", ""text"": ""Yes, to open a locker at ZX Bank, you must be an existing customer with a savings or current account, or you need to open one. Your KYC details should also be updated.""}]"
ZX Bank,Procedural,What documents are required for KYC compliance at ZX Bank?,"[{""filename"": ""Open a Locker.md"", ""text"": ""For KYC compliance at ZX Bank, you need a valid photo ID (like Aadhaar, Passport, or Driving License), address proof, and a recent passport-sized photo.""}]"
ZX Bank,Open-Ended,What are the locker sizes available at ZX Bank?,"[{""filename"": ""Open a Locker.md"", ""text"": ""ZX Bank offers popular locker sizes which include Small, Medium, and Large. However, availability may vary by location, so it\u2019s best to inquire at your nearest branch.""}]"
ZX Bank,Descriptive,What services does ZX Bank provide at bus stands?,"[{""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""ZX Bank ensures easy cash access for commuters by providing ATM services at major bus stands across various cities in India.""}]"
ZX Bank,Procedural,How can I locate a ZX Bank ATM in Mumbai?,"[{""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""To locate a ZX Bank ATM in Mumbai, you can visit one of the following locations: Mumbai Central Bus Depot, Dadar TT Bus Stand, Borivali Bus Stand, Kurla Nehru Nagar Bus Stand, Chembur Diamond Garden Bus Depot, or Andheri East Bus Stand.""}]"
ZX Bank,Comparative,How is the distribution of ZX Bank ATMs in Jaipur different from those in Lucknow?,"[{""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""In Jaipur, ZX Bank ATMs are located at Sindhi Camp Bus Stand, Narayan Singh Circle Bus Stand, Bais Godam Bus Stand, Mansarovar Bus Stand, Chomu House Bus Stand, and Ajmeri Gate Bus Stand.""}, {""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""In Lucknow, ZX Bank ATMs are located at Kaiserbagh Bus Stand, Alambagh Bus Stand, Aminabad Bus Stand, Charbagh Bus Stand, Polytechnic Chauraha Bus Stand, and Gomti Nagar Bus Stand.""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen these specific cities for ATM placement?,"[{""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""ZX Bank likely chose these cities for ATM placement due to high commuter traffic and strategic locations at major bus stands, ensuring accessibility and convenience for a large number of travelers.""}]"
ZX Bank,Boolean,Does ZX Bank have an ATM at the Esplanade Bus Stand in Kolkata?,"[{""filename"": ""ZX Bank ATMs at Major Bus Stands (India).md"", ""text"": ""Yes, ZX Bank has an ATM at the Esplanade Bus Stand in Kolkata.""}]"
ZX Bank,Open-Ended,What are the features of the ZX Bank Savings Account?,"[{""filename"": ""Savings Account Overview.md"", ""text"": ""- **Attractive Interest Rates:** Earn competitive interest on your daily balance.\n- **Zero or Low Minimum Balance Options:** Choose accounts that suit your needs and avoid penalties.\n- **Instant Account Activation:** Through fully digital onboarding (e-KYC) and AI-powered support.\n- **Free International Debit Card:** Accepted worldwide for shopping, travel, and online payments.\n- **Seamless Digital Access:** Manage your account via ZX Bank Asia mobile app and NetBanking.\n- **UPI & QR Payments:** Fast money transfers and secure payments on the go.\n- **Reward Points:** Earn rewards on all debit transactions.\n- **Safe & Secure:** Biometric login, card controls, and transaction alerts for peace of mind.\n- **Nomination Facility:** Assign a nominee for account safety.""}]"
ZX Bank,Procedural,How can I apply for a ZX Bank Savings Account online?,"[{""filename"": ""Savings Account Overview.md"", ""text"": ""1. Download the **ZX Bank Asia** app (Android/iOS) or visit [www.zxbank.asia](https://www.zxbank.asia)\n2. Click \u201cOpen Savings Account\u201d\n3. Fill in your details and upload necessary documents (PAN/ID, Address Proof)\n4. Complete e-KYC via video or Aadhaar OTP\n5. Account activation is done within minutes!""}]"
ZX Bank,Comparative,What are the minimum balance requirements for different ZX Bank account types?,"[{""filename"": ""Savings Account Overview.md"", ""text"": ""| Account Type | Minimum Balance |\n|-----------------------|------------------------------------------|\n| Regular Savings | \u20b95,000 (India) / LKR 3,000 (Sri Lanka) |\n| Digital Zero Balance | Nil (No minimum balance) |\n| Senior Citizens/Students | \u20b91,000 (India) |""}]"
ZX Bank,Descriptive,What is included in the ZX Bank Savings Account Kit?,"[{""filename"": ""Savings Account Overview.md"", ""text"": ""All new ZX Bank Savings Account holders receive an exclusive **Savings Account Kit**.\n\n### Kit Includes:\n\n- **Welcome Travel Bag:** Stylish, durable bag perfect for daily commutes or travel.\n- **4 Plugs 150 Countries Travel Adapter:** A universal adapter supporting plug points in 150 countries.\n- **Debit Card:** Globally accepted EMV chip debit card.\n- **Passbook & Cheque Book:** Physical passbook and personalized cheque book (optional in some digital accounts).\n- **User Guide:** Instructions for activating mobile/internet banking, card use, and customer support.""}]"
ZX Bank,Procedural,How can I create strong passwords to protect my online accounts?,"[{""filename"": ""Safety Practices to Protect Yourself.md"", ""text"": ""Create complex passwords using a mix of letters, numbers, and symbols. Avoid using the same password for multiple sites. Use a trusted password manager to store your credentials.""}]"
ZX Bank,Boolean,Is enabling two-factor authentication (2FA) recommended for online accounts?,"[{""filename"": ""Safety Practices to Protect Yourself.md"", ""text"": ""Add an extra layer of security with 2FA on all important accounts (email, banking, social media).""}]"
ZX Bank,Analytical,Why is it important to keep software up to date for online safety?,"[{""filename"": ""Safety Practices to Protect Yourself.md"", ""text"": ""Regularly update your operating system, apps, browsers, and antivirus programs to patch vulnerabilities.""}]"
ZX Bank,Comparative,How is using a VPN different from using public Wi-Fi for sensitive transactions?,"[{""filename"": ""Safety Practices to Protect Yourself.md"", ""text"": ""Avoid public Wi-Fi for sensitive transactions; use a VPN when needed. Only enter personal or financial information on websites with HTTPS.""}]"
ZX Bank,Descriptive,Which services are available at ZX Bank ATMs in Bhutan?,"[{""filename"": ""Bank ATMs in Bhutan.md"", ""text"": ""All ZX Bank ATMs offer: 24/7 cash withdrawal, balance inquiry, mini-statement printing, and cardless QR withdrawals supported by the ZX Bank Asia app.""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen these locations for their ATMs in Bhutan?,"[{""filename"": ""Bank ATMs in Bhutan.md"", ""text"": ""ZX Bank offers convenient access to its digital banking services in Bhutan through a network of ATM locations. The locations include key areas like Thimphu Main Branch, City Center Mall, Paro Airport, and other strategic places across Bhutan, suggesting a focus on high-traffic or significant commercial and residential areas.""}]"
ZX Bank,Comparative,How does the number of ZX Bank ATMs in Thimphu compare to those in Paro?,"[{""filename"": ""Bank ATMs in Bhutan.md"", ""text"": ""In Thimphu, ZX Bank has ATMs at Thimphu Main Branch and City Center Mall. In Paro, there are ATMs at Paro Town Branch and Paro Airport ATM. Thus, Thimphu has two ATMs, and Paro also has two ATMs.""}]"
ZX Bank,Procedural,How can I find more information or updates about ZX Bank services in Bhutan?,"[{""filename"": ""Bank ATMs in Bhutan.md"", ""text"": ""For a full list of services and the latest updates, visit: [www.zxbank.asia](https://www.zxbank.asia)""}]"
ZX Bank,Open-Ended,What are the ZX Bank ATM locations in Chennai?,"[{""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""## Chennai, Tamil Nadu\n- **Indian Institute of Technology Madras (IITM)**\n - Address: Near Himalaya Mess, IIT Madras, Chennai, TN 600036\n\n- **Loyola College**\n - Address: Main Gate, Sterling Road, Nungambakkam, Chennai, TN 600034""}]"
ZX Bank,Comparative,How many ZX Bank ATMs are there in Bangalore compared to Hyderabad?,"[{""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""## Bangalore (Bengaluru), Karnataka\n- **Indian Institute of Science (IISc)**\n - Address: Near Main Canteen, IISc Campus, Malleshwaram, Bangalore, KA 560012\n\n- **Christ University**\n - Address: Main Entrance Gate, Hosur Road, Bangalore, KA 560029""}, {""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""## Hyderabad, Telangana\n- **Indian Institute of Technology (IIT Hyderabad)**\n - Address: Hostel Block, Kandi, Sangareddy, Hyderabad, TS 502285\n\n- **Osmania University**\n - Address: Arts College Road, Osmania University Campus, Hyderabad, TS 500007""}]"
ZX Bank,Descriptive,What colleges in Delhi have ZX Bank ATMs?,"[{""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""## Delhi, National Capital Territory\n- **University of Delhi (North Campus)**\n - Address: Outside Central Library, North Campus, Delhi 110007\n\n- **Jawaharlal Nehru University (JNU)**\n - Address: Near Sabarmati Hostel, JNU Campus, New Mehrauli Road, Delhi 110067""}]"
ZX Bank,Boolean,Does IIT Kanpur have a ZX Bank ATM?,"[{""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""## Kanpur, Uttar Pradesh\n- **Indian Institute of Technology Kanpur (IIT Kanpur)**\n - Address: Hall of Residence Area, Kalyanpur, IIT Kanpur, UP 208016""}]"
ZX Bank,Procedural,How can I find out if my college has a ZX Bank ATM?,"[{""filename"": ""ATMs at Major Colleges & Universities.md"", ""text"": ""Below is a suggested list of prominent ZX Bank ATM locations installed at major universities and colleges in key Indian cities. Each entry gives institution name and ATM address. **(Note: Sample addresses provided. Please verify onsite for actual machine placement.)**""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank Ltd. in Pune?,"[{""filename"": ""Pune Branch Network.md"", ""text"": ""Pune, a vibrant metropolis and commercial hub of Maharashtra, is well-served by ZX Bank Ltd.'s comprehensive branch network. The bank's presence is strategically distributed across North, South, East, West, and Central Pune.""}]"
ZX Bank,Boolean,Does ZX Bank Ltd. have branches in South Pune?,"[{""filename"": ""Pune Branch Network.md"", ""text"": ""Yes, ZX Bank Ltd. has several branches in South Pune, including locations in Kondhwa, Wanowrie, Camp, Hadapsar, Fatima Nagar, Bibvewadi, Katraj, and Dhankawadi.""}]"
ZX Bank,Comparative,How does the number of branches in Central Pune compare to West Pune for ZX Bank Ltd.?,"[{""filename"": ""Pune Branch Network.md"", ""text"": ""Central Pune and West Pune both have 8 branches each, including locations such as Shivaji Nagar, Deccan Gymkhana, Sadashiv Peth in Central Pune, and Aundh, Baner, Hinjawadi in West Pune.""}]"
ZX Bank,Procedural,How can I find the contact number for the ZX Bank branch in Viman Nagar?,"[{""filename"": ""Pune Branch Network.md"", ""text"": ""You can find the contact number for the Viman Nagar branch of ZX Bank in the East Pune section of their branch directory: 020-3349 5517.""}]"
ZX Bank,Temporal,When was the branch network directory for ZX Bank updated?,"[{""filename"": ""Pune Branch Network.md"", ""text"": ""The markdown does not provide a specific date for when the directory was last updated. It simply presents the current branch listing.""}]"
ZX Bank,Descriptive,What is the structure of ZX Bank's branch network in Indore?,"[{""filename"": ""Branch Network in Indore.md"", ""text"": ""Indore, as a commercial and educational hub in Central India, benefits from an extensive banking infrastructure designed to ensure convenient access and seamless financial services for its residents. ZX Bank has established a robust presence in the city, distributing its branches strategically across prominent regions such as Rau, Vijay Nagar, Palasia, Annapurna, and Sudama Nagar.""}]"
ZX Bank,Procedural,"How can I contact the ZX Bank branch in Rau, Indore?","[{""filename"": ""Branch Network in Indore.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|---------------------------------------------|----------------|------------------|\n| 101 Main Road, Near IT Park, Rau, Indore | ZXIN0002101 | 0731-6023101 |\n| Shop 12, Sai Market, AB Road, Rau, Indore | ZXIN0002102 | 0731-6023192 |""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen these specific regions for their branches in Indore?,"[{""filename"": ""Branch Network in Indore.md"", ""text"": ""Indore, as a commercial and educational hub in Central India, benefits from an extensive banking infrastructure designed to ensure convenient access and seamless financial services for its residents. ZX Bank has strategically distributed its branches across prominent regions to support personal, corporate, and digital banking needs for both individuals and businesses throughout Indore.""}]"
ZX Bank,Comparative,How does ZX Bank’s presence in Indore differ between the Palasia and Sudama Nagar regions?,"[{""filename"": ""Branch Network in Indore.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|-----------------------------------------------------|----------------|------------------|\n| 14 Silver Arc Plaza, New Palasia, Indore | ZXIN0002301 | 0731-6029081 |\n| 303, Laxmi Tower, Near ICICI Bank, Old Palasia, Indore | ZXIN0002307 | 0731-6029170 |""}, {""filename"": ""Branch Network in Indore.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|-----------------------------------------------|----------------|------------------|\n| 89, Sector D, Near Bus Stand, Sudama Nagar, Indore | ZXIN0002506 | 0731-6029820 |""}]"
